Genesymbol,Chromosome,ucsc_ID_SNP,F1i_CAST_Reads,F1i_C57_Reads,F1r_CAST_Reads,F1r_C57_Reads,F1i_Chi_Pvalue,F1r_Chi_Pvalue,F1i_parental_bias,F1r_parental_bias,sample,ie_status,parent
Asb4,chr6,uc009awi.1_1464,21,2,1,20,0.000074395,3.38E-05,0.909091,0.947867,poa,known,maternal
Asb4,chr6,uc009awi.1_1513,10,1,1,10,0.00665561,0.00665561,0.900901,0.900901,poa,known,maternal
Asb4,chr6,uc009awi.1_1605,12,0,0,11,0.000532006,0.000911119,0.983607,0.982143,poa,known,maternal
Asb4,chr6,uc009awi.1_1784,17,1,1,36,0.000162441,8.72E-09,0.939227,0.97035,poa,known,maternal
Asb4,chr6,uc009awi.1_1978,17,6,1,46,0.0218101,5.24E-11,0.73913,0.976645,poa,known,maternal
Asb4,chr6,uc009awi.1_1979,20,4,1,45,0.00109084,8.73E-11,0.833333,0.976139,poa,known,maternal
Asb4,chr6,uc009awi.1_1980,18,6,1,43,0.0143059,2.42E-10,0.75,0.975057,poa,known,maternal
Asb4,chr6,uc009awi.1_1852,16,2,1,18,0.000967428,9.62E-05,0.883978,0.942408,poa,known,maternal
Asb4,chr6,uc009awi.1_2590,32,1,4,19,6.80E-08,0.0017617,0.966767,0.822511,poa,known,maternal
Asb4,chr6,uc009awi.1_270,51,0,2,40,9.24E-13,4.53E-09,0.996094,0.950119,poa,known,maternal
Asb4,chr6,uc009awi.1_2724,59,3,2,56,1.14E-12,1.34E-12,0.950081,0.963855,poa,known,maternal
Asb4,chr6,uc009awi.1_2654,38,1,4,39,3.13E-09,9.43E-08,0.971867,0.906977,poa,known,maternal
Asb4,chr6,uc009awi.1_273,52,0,3,43,5.55E-13,3.69E-09,0.996169,0.932755,poa,known,maternal
Asb4,chr6,uc009awi.1_2750,36,1,4,43,8.72E-09,1.28E-08,0.97035,0.914894,poa,known,maternal
Asb4,chr6,uc009awi.1_3091,31,5,0,51,1.47E-05,9.24E-13,0.861111,0.996094,poa,known,maternal
Asb4,chr6,uc009awi.1_2791,34,0,0,51,5.51E-09,9.24E-13,0.994152,0.996094,poa,known,maternal
Asb4,chr6,uc009awi.1_294,43,1,3,30,2.42E-10,2.60E-06,0.975057,0.906344,poa,known,maternal
Asb4,chr6,uc009awi.1_3226,14,1,2,12,0.000789113,0.00752632,0.927152,0.851064,poa,known,maternal
Asb4,chr6,uc009awi.1_479,27,2,2,53,3.44E-06,6.12E-12,0.931035,0.963636,poa,known,maternal
Asb4,chr6,uc009awj.1_1220,49,2,7,48,4.66E-11,3.23E-08,0.960784,0.872727,poa,known,maternal
Asb4,chr6,uc009awi.1_447,42,1,3,58,4.04E-10,1.89E-12,0.974478,0.95082,poa,known,maternal
Asb4,chr6,uc009awj.1_1575,17,1,0,12,0.000162441,0.000532006,0.939227,0.983607,poa,known,maternal
Asb4,chr6,uc009awj.1_1217,37,1,4,23,5.22E-09,0.000255631,0.971129,0.851852,poa,known,maternal
Asb4,chr6,uc009awj.1_1616,21,2,1,20,0.000074395,3.38E-05,0.909091,0.947867,poa,known,maternal
Asb4,chr6,uc009awj.1_1665,10,1,1,10,0.00665561,0.00665561,0.900901,0.900901,poa,known,maternal
Asb4,chr6,uc009awj.1_1696,13,1,0,10,0.00134064,0.0015654,0.921986,0.980392,poa,known,maternal
Asb4,chr6,uc009awj.1_1936,17,1,1,36,0.000162441,8.72E-09,0.939227,0.97035,poa,known,maternal
Asb4,chr6,uc009awj.1_2004,16,2,1,18,0.000967428,9.62E-05,0.883978,0.942408,poa,known,maternal
Asb4,chr6,uc009awj.1_2131,20,4,1,45,0.00109084,8.73E-11,0.833333,0.976139,poa,known,maternal
Asb4,chr6,uc009awj.1_1757,12,0,0,11,0.000532006,0.000911119,0.983607,0.982143,poa,known,maternal
Asb4,chr6,uc009awj.1_2130,17,6,1,46,0.0218101,5.24E-11,0.73913,0.976645,poa,known,maternal
Asb4,chr6,uc009awj.1_2132,18,6,1,43,0.0143059,2.42E-10,0.75,0.975057,poa,known,maternal
Asb4,chr6,uc009awj.1_2742,32,1,4,19,6.80E-08,0.0017617,0.966767,0.822511,poa,known,maternal
Asb4,chr6,uc009awj.1_2806,38,1,4,39,3.13E-09,9.43E-08,0.971867,0.906977,poa,known,maternal
Asb4,chr6,uc009awj.1_2876,59,3,2,56,1.14E-12,1.34E-12,0.950081,0.963855,poa,known,maternal
Asb4,chr6,uc009awj.1_2902,36,1,4,43,8.72E-09,1.28E-08,0.97035,0.914894,poa,known,maternal
Asb4,chr6,uc009awj.1_2943,34,0,0,51,5.51E-09,9.24E-13,0.994152,0.996094,poa,known,maternal
Asb4,chr6,uc009awj.1_3243,31,5,0,51,1.47E-05,9.24E-13,0.861111,0.996094,poa,known,maternal
Asb4,chr6,uc009awj.1_3378,14,1,2,12,0.000789113,0.00752632,0.927152,0.851064,poa,known,maternal
Asb4,chr6,uc009awj.1_422,51,0,2,40,9.24E-13,4.53E-09,0.996094,0.950119,poa,known,maternal
Asb4,chr6,uc009awj.1_425,52,0,3,43,5.55E-13,3.69E-09,0.996169,0.932755,poa,known,maternal
Asb4,chr6,uc009awj.1_599,42,1,3,58,4.04E-10,1.89E-12,0.974478,0.95082,poa,known,maternal
Asb4,chr6,uc009awj.1_631,27,2,2,53,3.44E-06,6.12E-12,0.931035,0.963636,poa,known,maternal
Asb4,chr6,uc009awj.1_446,43,1,3,30,2.42E-10,2.60E-06,0.975057,0.906344,poa,known,maternal
Ascc3,chr10,uc007fak.1_3536,21,6,1,9,0.00389242,0.011412,0.777778,0.891089,poa,,maternal
Asxl2,chr12,uc007mwq.1_959,12,4,5,15,0.0455003,0.0253473,0.75,0.75,poa,,maternal
Asxl2,chr12,uc007mwr.1_691,12,4,5,15,0.0455003,0.0253473,0.75,0.75,poa,,maternal
Asxl2,chr12,uc007mws.1_547,12,4,5,15,0.0455003,0.0253473,0.75,0.75,poa,,maternal
AW548124,chr17,uc008drw.1_1134,9,2,3,12,0.0348085,0.0201368,0.810811,0.8,poa,,maternal
Bai1,chr15,uc007wco.1_3976,114,80,109,157,0.0146443,0.00324976,0.587629,0.590226,poa,,maternal
Bai1,chr15,uc007wcp.1_1691,114,80,109,157,0.0146443,0.00324976,0.587629,0.590226,poa,,maternal
Bai1,chr15,uc007wcq.1_424,114,80,109,157,0.0146443,0.00324976,0.587629,0.590226,poa,,maternal
Bai1,chr15,uc007wcr.1_493,114,80,109,157,0.0146443,0.00324976,0.587629,0.590226,poa,,maternal
BC061511,chr16,uc007yat.1_1069,155,32,2,35,2.37E-19,5.79E-08,0.828877,0.943396,poa,,maternal
BC061511,chr16,uc007yat.1_1060,63,24,0,24,2.90E-05,9.63E-07,0.724138,0.991736,poa,,maternal
BC061511,chr16,uc007yat.1_1060,155,19,0,25,6.34E-25,5.73E-07,0.890805,0.992063,poa,,maternal
Blcap,chr2,uc008npc.1_1811,88,40,44,106,2.21E-05,4.14E-07,0.6875,0.706667,poa,known,maternal
Blcap,chr2,uc008npd.1_1839,88,40,44,106,2.21E-05,4.14E-07,0.6875,0.706667,poa,known,maternal
Blcap,chr2,uc008npc.1_1852,164,59,67,115,2.05E-12,0.000373694,0.735426,0.631868,poa,known,maternal
Blcap,chr2,uc008npd.1_1880,164,59,67,115,2.05E-12,0.000373694,0.735426,0.631868,poa,known,maternal
C030046E11Rik,chr19,uc008hdq.1_2164,238,104,12,98,4.30E-13,2.41E-16,0.695906,0.890909,poa,,maternal
Cables1,chr18,uc008ebr.1_2639,39,23,18,35,0.0421535,0.0195367,0.629032,0.660377,poa,,maternal
Calcr,chr6,uc009ave.1_1637,53,1,0,48,1.48E-12,4.26E-12,0.979667,0.995851,poa,known,maternal
Calcr,chr6,uc009ave.1_1133,82,0,1,62,1.36E-19,1.53E-14,0.997567,0.982567,poa,known,maternal
Calcr,chr6,uc009ave.1_169,49,2,0,34,4.66E-11,5.51E-09,0.958904,0.994152,poa,known,maternal
Calcr,chr6,uc009ave.1_2089,49,1,1,33,1.14E-11,4.07E-08,0.978044,0.967742,poa,known,maternal
Calcr,chr6,uc009ave.1_2091,50,0,1,31,1.54E-12,1.14E-07,0.996016,0.965732,poa,known,maternal
Calcr,chr6,uc009ave.1_656,89,1,2,75,1.76E-20,8.86E-17,0.987791,0.972763,poa,known,maternal
Calcr,chr6,uc009ave.1_3211,31,0,1,34,2.58E-08,2.43E-08,0.99359,0.968661,poa,known,maternal
Calcr,chr6,uc009avf.1_1493,82,0,1,62,1.36E-19,1.53E-14,0.997567,0.982567,poa,known,maternal
Calcr,chr6,uc009avf.1_2449,49,1,1,33,1.14E-11,4.07E-08,0.978044,0.967742,poa,known,maternal
Calcr,chr6,uc009avf.1_1997,53,1,0,48,1.48E-12,4.26E-12,0.979667,0.995851,poa,known,maternal
Calcr,chr6,uc009avf.1_3571,31,0,1,34,2.58E-08,2.43E-08,0.99359,0.968661,poa,known,maternal
Calcr,chr6,uc009avf.1_2451,50,0,1,31,1.54E-12,1.14E-07,0.996016,0.965732,poa,known,maternal
Calcr,chr6,uc009avf.1_418,49,2,0,34,4.66E-11,5.51E-09,0.958904,0.994152,poa,known,maternal
Calcr,chr6,uc009avf.1_905,89,1,2,75,1.76E-20,8.86E-17,0.987791,0.972763,poa,known,maternal
Calcr,chr6,uc009avg.1_1382,82,0,1,62,1.36E-19,1.53E-14,0.997567,0.982567,poa,known,maternal
Calcr,chr6,uc009avg.1_1886,53,1,0,48,1.48E-12,4.26E-12,0.979667,0.995851,poa,known,maternal
Calcr,chr6,uc009avg.1_2340,50,0,1,31,1.54E-12,1.14E-07,0.996016,0.965732,poa,known,maternal
Calcr,chr6,uc009avg.1_2338,49,1,1,33,1.14E-11,4.07E-08,0.978044,0.967742,poa,known,maternal
Calcr,chr6,uc009avg.1_3460,31,0,1,34,2.58E-08,2.43E-08,0.99359,0.968661,poa,known,maternal
Calcr,chr6,uc009avg.1_905,89,1,2,75,1.76E-20,8.86E-17,0.987791,0.972763,poa,known,maternal
Calcr,chr6,uc009avg.1_418,49,2,0,34,4.66E-11,5.51E-09,0.958904,0.994152,poa,known,maternal
Ccdc90a,chr13,uc007qgf.1_959,13,1,7,19,0.00134064,0.0186029,0.921986,0.730769,poa,,maternal
Ccng1,chr11,uc007ilz.1_3122,26,12,14,27,0.0231409,0.0423302,0.684211,0.658537,poa,,maternal
Cdkn2aipnl,chr11,uc007ius.1_474,64,40,46,71,0.0186029,0.020819,0.615385,0.606838,poa,,maternal
Chga,chr12,uc007oui.1_693,181,123,119,156,0.000879351,0.0256689,0.595395,0.567273,poa,,maternal
Chga,chr12,uc007oui.1_683,240,196,172,240,0.0350987,0.000807767,0.550459,0.582524,poa,,maternal
Copb1,chr7,uc009jhx.1_806,9,1,6,17,0.011412,0.0218101,0.891089,0.73913,poa,,maternal
Copg2,chr6,uc009bfv.1_1122,56,5,8,76,6.58E-11,1.18E-13,0.918033,0.904762,poa,known,maternal
Copg2,chr6,uc009bfv.1_1203,104,5,15,99,2.48E-21,3.62E-15,0.954128,0.868421,poa,known,maternal
Copg2,chr6,uc009bfv.1_156,142,19,23,167,3.21E-22,1.51E-25,0.881988,0.878947,poa,known,maternal
Copg2,chr6,uc009bfv.1_1908,120,5,20,113,8.16E-25,7.38E-16,0.96,0.849624,poa,known,maternal
Copg2,chr6,uc009bfv.1_1947,121,5,13,119,4.94E-25,2.81E-20,0.959556,0.901515,poa,known,maternal
D10627,chr8,uc009lxc.1_2565,15,5,8,18,0.0253473,0.0498602,0.75,0.692308,poa,,maternal
D11Bwg0517e,chr11,uc007mpm.1_1983,13,4,4,12,0.029049,0.0455003,0.764706,0.75,poa,,maternal
D11Bwg0517e,chr11,uc007mpn.1_2127,13,4,4,12,0.029049,0.0455003,0.764706,0.75,poa,,maternal
Ddc,chr11,uc007iaw.1_645,20,7,13,26,0.0123546,0.037373,0.740741,0.666667,poa,,maternal
Ddc,chr11,uc007iax.1_670,20,7,13,26,0.0123546,0.037373,0.740741,0.666667,poa,,maternal
Dhps,chr8,uc009mpf.1_67,17,7,7,17,0.0412268,0.0412268,0.708333,0.708333,poa,,maternal
Dicer1,chr12,uc007oxi.1_9237,27,11,20,35,0.00944417,0.0431144,0.710526,0.636364,poa,,maternal
DQ715667,chr15,uc007wbs.1_260,89,31,59,145,1.19E-07,1.73E-09,0.741667,0.710784,poa,,maternal
Efna5,chr17,uc008dfg.1_1233,26,13,11,24,0.037373,0.0279918,0.666667,0.685714,poa,,maternal
Efna5,chr17,uc008dfg.1_1234,28,14,12,24,0.0307536,0.0455003,0.666667,0.666667,poa,,maternal
Efna5,chr17,uc008dfh.1_1152,26,13,11,24,0.037373,0.0279918,0.666667,0.685714,poa,,maternal
Efna5,chr17,uc008dfh.1_1153,28,14,12,24,0.0307536,0.0455003,0.666667,0.666667,poa,,maternal
Eif2c2,chr15,uc007wbu.1_1275,28,14,9,30,0.0307536,0.000771866,0.665083,0.769231,poa,,maternal
Eif2c2,chr15,uc007wbu.1_1944,36,17,19,59,0.00905817,5.92E-06,0.679245,0.75641,poa,,maternal
Eif2c2,chr15,uc007wbu.1_558,28,3,6,18,7.12E-06,0.0143059,0.903226,0.75,poa,,maternal
Elp2,chr18,uc008egw.1_1523,35,5,2,65,2.10E-06,1.40E-14,0.875,0.968703,poa,,maternal
Erp29,chr5,uc008zjf.1_884,120,75,98,131,0.0012707,0.0292055,0.615385,0.572052,poa,,maternal
Erp29,chr5,uc008zjg.1_745,120,75,98,131,0.0012707,0.0292055,0.615385,0.572052,poa,,maternal
Exosc10,chr4,uc008vut.1_976,35,19,20,35,0.0294564,0.0431144,0.648148,0.636364,poa,,maternal
Exosc10,chr4,uc008vuu.1_976,35,19,20,35,0.0294564,0.0431144,0.648148,0.636364,poa,,maternal
Exosc10,chr4,uc008vuv.1_976,35,19,20,35,0.0294564,0.0431144,0.648148,0.636364,poa,,maternal
Gnas,chr2,uc008oeq.1_916,409,17,0,456,0,0,0.960094,0.999562,poa,known,maternal
Gnas,chr2,uc008oeq.1_409,261,3,0,241,0,0,0.988636,0.999171,poa,known,maternal
Gnas,chr2,uc008oer.1_917,409,17,0,456,0,0,0.960094,0.999562,poa,known,maternal
Gnas,chr2,uc008oer.1_410,261,3,0,241,0,0,0.988636,0.999171,poa,known,maternal
Gnas,chr2,uc008oes.1_1909,3843,3016,2809,3725,1.76E-23,9.11E-30,0.560286,0.570095,poa,known,maternal
Gnas,chr2,uc008oes.1_410,261,3,0,241,0,0,0.988636,0.999171,poa,known,maternal
Gnas,chr2,uc008oes.1_917,409,17,0,456,0,0,0.960094,0.999562,poa,known,maternal
Gnas,chr2,uc008oeu.1_3204,3843,3016,2809,3725,1.76E-23,9.11E-30,0.560286,0.570095,poa,known,maternal
Gnas,chr2,uc008oev.1_3162,3843,3016,2809,3725,1.76E-23,9.11E-30,0.560286,0.570095,poa,known,maternal
Gnas,chr2,uc008oew.1_3299,3843,3016,2809,3725,1.76E-23,9.11E-30,0.560286,0.570095,poa,known,maternal
Grik3,chr4,uc008usa.1_2007,52,24,27,45,0.00131897,0.0338949,0.684211,0.625,poa,,maternal
Gtl2,chr12,uc007paq.1_1225,1406,15,1,1750,0,0,0.989444,0.999372,poa,known,maternal
Gtl2,chr12,uc007paq.1_1775,586,5,1,947,0,0,0.99154,0.99884,poa,known,maternal
Gtl2,chr12,uc007paq.1_2295,576,8,3,703,0,0,0.986301,0.99561,poa,known,maternal
Gtl2,chr12,uc007paq.1_2834,828,7,2,1346,0,0,0.991498,0.998516,poa,known,maternal
Gtl2,chr12,uc007paq.1_2523,2567,23,5,2663,0,0,0.99112,0.998126,poa,known,maternal
Gtl2,chr12,uc007paq.1_3978,57,8,10,958,1.22E-09,0,0.876923,0.989669,poa,known,maternal
Gtl2,chr12,uc007paq.1_3976,86,8,4,1032,8.62E-16,0,0.914894,0.996139,poa,known,maternal
Gtl2,chr12,uc007paq.1_3980,19,6,0,527,0.00932238,0,0.76,0.999621,poa,known,maternal
Gtl2,chr12,uc007paq.1_4096,315,8,0,964,0,0,0.975232,0.999793,poa,known,maternal
Gtl2,chr12,uc007paq.1_4103,236,9,1,792,0,0,0.963265,0.998613,poa,known,maternal
Gtl2,chr12,uc007paq.1_4089,416,12,0,1143,0,0,0.971963,0.999825,poa,known,maternal
Gtl2,chr12,uc007par.1_1350,1406,15,1,1751,0,0,0.989444,0.999372,poa,known,maternal
Gtl2,chr12,uc007paq.1_4287,1519,19,4,2255,0,0,0.987646,0.998185,poa,known,maternal
Gtl2,chr12,uc007par.1_1571,127,4,8,205,6.15E-27,1.60E-41,0.969466,0.962441,poa,known,maternal
Gtl2,chr12,uc007par.1_1836,308,6,14,326,0,0,0.980579,0.958824,poa,known,maternal
Gtl2,chr12,uc007pas.1_2712,1406,15,1,1751,0,0,0.989444,0.999372,poa,known,maternal
Gtl2,chr12,uc007pas.1_3782,576,8,3,703,0,0,0.986301,0.99561,poa,known,maternal
Gtl2,chr12,uc007pas.1_3262,586,5,1,947,0,0,0.99154,0.99884,poa,known,maternal
Gtl2,chr12,uc007pas.1_4010,2567,23,5,2663,0,0,0.99112,0.998126,poa,known,maternal
Gtl2,chr12,uc007pas.1_5463,86,8,4,1032,8.62E-16,0,0.914894,0.996139,poa,known,maternal
Gtl2,chr12,uc007pas.1_4321,828,7,2,1346,0,0,0.991498,0.998516,poa,known,maternal
Gtl2,chr12,uc007pas.1_5465,57,8,10,958,1.22E-09,0,0.876923,0.989669,poa,known,maternal
Gtl2,chr12,uc007pas.1_5583,315,8,0,964,0,0,0.975232,0.999793,poa,known,maternal
Gtl2,chr12,uc007pas.1_5467,19,6,0,527,0.00932238,0,0.76,0.999621,poa,known,maternal
Gtl2,chr12,uc007pas.1_5576,416,12,0,1143,0,0,0.971963,0.999825,poa,known,maternal
Gtl2,chr12,uc007pas.1_5590,236,9,1,792,0,0,0.963265,0.998613,poa,known,maternal
Gtl2,chr12,uc007pas.1_5774,1519,19,4,2255,0,0,0.987646,0.998185,poa,known,maternal
Gtl2,chr12,uc007pat.1_1428,60,3,8,98,6.90E-13,2.30E-18,0.952381,0.924528,poa,known,maternal
Gtl2,chr12,uc007pat.1_1023,1406,15,1,1751,0,0,0.989444,0.999372,poa,known,maternal
Gtl2,chr12,uc007pat.1_1693,308,6,14,326,0,0,0.980579,0.958824,poa,known,maternal
Gtl2,chr12,uc007pau.1_2095,576,8,3,703,0,0,0.986301,0.99561,poa,known,maternal
Gtl2,chr12,uc007pau.1_1575,586,5,1,947,0,0,0.99154,0.99884,poa,known,maternal
Gtl2,chr12,uc007pau.1_1025,1406,15,1,1751,0,0,0.989444,0.999372,poa,known,maternal
Gtl2,chr12,uc007pau.1_3776,86,8,4,1032,8.62E-16,0,0.914894,0.996139,poa,known,maternal
Gtl2,chr12,uc007pau.1_2634,828,7,2,1346,0,0,0.991498,0.998516,poa,known,maternal
Gtl2,chr12,uc007pau.1_2323,2567,23,5,2663,0,0,0.99112,0.998126,poa,known,maternal
Gtl2,chr12,uc007pau.1_3778,57,8,10,958,1.22E-09,0,0.876923,0.989669,poa,known,maternal
Gtl2,chr12,uc007pau.1_3889,416,12,0,1143,0,0,0.971963,0.999825,poa,known,maternal
Gtl2,chr12,uc007pau.1_3780,19,6,0,527,0.00932238,0,0.76,0.999621,poa,known,maternal
Gtl2,chr12,uc007pau.1_3896,315,8,0,964,0,0,0.975232,0.999793,poa,known,maternal
Gtl2,chr12,uc007pau.1_3903,236,9,1,792,0,0,0.963265,0.998613,poa,known,maternal
Gtl2,chr12,uc007pau.1_4087,1519,19,4,2255,0,0,0.987646,0.998185,poa,known,maternal
Gtl2,chr12,uc007pav.1_315,1406,15,1,1751,0,0,0.989444,0.999372,poa,known,maternal
Gtl2,chr12,uc007pav.1_801,308,6,14,326,0,0,0.980579,0.958824,poa,known,maternal
Gtl2,chr12,uc007pav.1_536,127,4,8,205,6.15E-27,1.60E-41,0.969466,0.962441,poa,known,maternal
Gtl2,chr12,uc007pau.1_473,388,3,1,331,0,0,0.992327,0.996688,poa,known,maternal
Gtl2,chr12,uc007pat.1_1245,83,3,3,275,6.32E-18,0,0.965116,0.988853,poa,known,maternal
Gtl2,chr12,uc007pav.1_12,41,0,0,13,1.52E-10,0.000311491,0.995146,0.984848,poa,known,maternal
H13,chr2,uc008ngb.1_1677,11,3,1,24,0.0325094,4.22E-06,0.780142,0.956175,poa,known,maternal
H13,chr2,uc008ngb.1_1153,158,26,20,215,2.22E-22,4.56E-37,0.858696,0.914894,poa,known,maternal
H13,chr2,uc008ngb.1_1903,30,2,0,17,7.43E-07,3.74E-05,0.934579,0.988372,poa,known,maternal
H13,chr2,uc008ngb.1_1820,21,0,3,13,4.59E-06,0.0124193,0.990566,0.807453,poa,known,maternal
H13,chr2,uc008ngb.1_1952,16,2,2,24,0.000967428,1.60E-05,0.888889,0.923077,poa,known,maternal
H13,chr2,uc008ngb.1_1919,23,3,0,24,8.77E-05,9.63E-07,0.884615,0.991736,poa,known,maternal
H13,chr2,uc008ngb.1_1981,18,6,1,33,0.0143059,4.07E-08,0.75,0.967742,poa,known,maternal
H13,chr2,uc008ngb.1_2045,21,1,1,18,2.01E-05,9.62E-05,0.950226,0.942408,poa,known,maternal
H13,chr2,uc008ngb.1_2367,29,2,2,29,1.24E-06,1.24E-06,0.932476,0.932476,poa,known,maternal
H13,chr2,uc008ngb.1_2287,16,3,3,33,0.00285994,5.73E-07,0.837696,0.916667,poa,known,maternal
H13,chr2,uc008ngb.1_2218,26,1,2,21,1.50E-06,0.000074395,0.95941,0.913043,poa,known,maternal
H13,chr2,uc008ngb.1_2205,39,2,1,31,7.54E-09,1.14E-07,0.948905,0.965732,poa,known,maternal
H13,chr2,uc008ngb.1_2198,41,4,4,26,3.48E-08,5.90E-05,0.909091,0.866667,poa,known,maternal
H13,chr2,uc008ngb.1_2585,12,0,1,21,0.000532006,2.01E-05,0.983607,0.950226,poa,known,maternal
H13,chr2,uc008ngb.1_2372,32,2,2,27,2.68E-07,3.44E-06,0.938416,0.927835,poa,known,maternal
H13,chr2,uc008ngb.1_3180,11,1,1,16,0.00389242,0.000274727,0.909091,0.935673,poa,known,maternal
H13,chr2,uc008ngb.1_2687,21,0,1,12,4.59E-06,0.00228194,0.990566,0.916031,poa,known,maternal
H13,chr2,uc008ngb.1_342,83,25,24,92,2.39E-08,2.73E-10,0.768519,0.793103,poa,known,maternal
H13,chr2,uc008ngb.1_995,183,23,26,192,7.35E-29,2.51E-29,0.88835,0.880734,poa,known,maternal
H13,chr2,uc008ngc.1_1877,11,3,1,24,0.0325094,4.22E-06,0.780142,0.956175,poa,known,maternal
H13,chr2,uc008ngc.1_1353,158,26,20,215,2.22E-22,4.56E-37,0.858696,0.914894,poa,known,maternal
H13,chr2,uc008ngc.1_2020,21,0,3,13,4.59E-06,0.0124193,0.990566,0.807453,poa,known,maternal
H13,chr2,uc008ngc.1_2119,23,3,0,24,8.77E-05,9.63E-07,0.884615,0.991736,poa,known,maternal
H13,chr2,uc008ngc.1_2103,30,2,0,17,7.43E-07,3.74E-05,0.934579,0.988372,poa,known,maternal
H13,chr2,uc008ngc.1_2152,16,2,2,24,0.000967428,1.60E-05,0.888889,0.923077,poa,known,maternal
H13,chr2,uc008ngc.1_2181,18,6,1,33,0.0143059,4.07E-08,0.75,0.967742,poa,known,maternal
H13,chr2,uc008ngc.1_2245,21,1,1,18,2.01E-05,9.62E-05,0.950226,0.942408,poa,known,maternal
H13,chr2,uc008ngc.1_2398,41,4,4,26,3.48E-08,5.90E-05,0.909091,0.866667,poa,known,maternal
H13,chr2,uc008ngc.1_2405,39,2,1,31,7.54E-09,1.14E-07,0.948905,0.965732,poa,known,maternal
H13,chr2,uc008ngc.1_2418,26,1,2,21,1.50E-06,0.000074395,0.95941,0.913043,poa,known,maternal
H13,chr2,uc008ngc.1_2487,16,3,3,33,0.00285994,5.73E-07,0.837696,0.916667,poa,known,maternal
H13,chr2,uc008ngc.1_2567,29,2,2,29,1.24E-06,1.24E-06,0.932476,0.932476,poa,known,maternal
H13,chr2,uc008ngc.1_2572,32,2,2,27,2.68E-07,3.44E-06,0.938416,0.927835,poa,known,maternal
H13,chr2,uc008ngc.1_2785,12,0,1,21,0.000532006,2.01E-05,0.983607,0.950226,poa,known,maternal
H13,chr2,uc008ngc.1_2889,21,0,1,12,4.59E-06,0.00228194,0.990566,0.916031,poa,known,maternal
H13,chr2,uc008ngc.1_3382,11,1,1,16,0.00389242,0.000274727,0.909091,0.935673,poa,known,maternal
H13,chr2,uc008ngc.1_342,83,25,24,92,2.39E-08,2.73E-10,0.768519,0.793103,poa,known,maternal
H13,chr2,uc008ngd.1_1027,158,26,20,215,2.22E-22,4.56E-37,0.858696,0.914894,poa,known,maternal
H13,chr2,uc008ngc.1_995,183,23,26,192,7.35E-29,2.51E-29,0.88835,0.880734,poa,known,maternal
H13,chr2,uc008ngd.1_1551,11,3,1,24,0.0325094,4.22E-06,0.780142,0.956175,poa,known,maternal
H13,chr2,uc008ngd.1_1694,21,0,3,13,4.59E-06,0.0124193,0.990566,0.807453,poa,known,maternal
H13,chr2,uc008ngd.1_1777,30,2,0,17,7.43E-07,3.74E-05,0.934579,0.988372,poa,known,maternal
H13,chr2,uc008ngd.1_1826,16,2,2,24,0.000967428,1.60E-05,0.888889,0.923077,poa,known,maternal
H13,chr2,uc008ngd.1_1793,23,3,0,24,8.77E-05,9.63E-07,0.884615,0.991736,poa,known,maternal
H13,chr2,uc008ngd.1_1855,18,6,1,33,0.0143059,4.07E-08,0.75,0.967742,poa,known,maternal
H13,chr2,uc008ngd.1_1919,21,1,1,18,2.01E-05,9.62E-05,0.950226,0.942408,poa,known,maternal
H13,chr2,uc008ngd.1_2079,39,2,1,31,7.54E-09,1.14E-07,0.948905,0.965732,poa,known,maternal
H13,chr2,uc008ngd.1_2072,41,4,4,26,3.48E-08,5.90E-05,0.909091,0.866667,poa,known,maternal
H13,chr2,uc008ngd.1_2161,16,3,3,33,0.00285994,5.73E-07,0.837696,0.916667,poa,known,maternal
H13,chr2,uc008ngd.1_2092,26,1,2,21,1.50E-06,0.000074395,0.95941,0.913043,poa,known,maternal
H13,chr2,uc008ngd.1_2241,29,2,2,29,1.24E-06,1.24E-06,0.932476,0.932476,poa,known,maternal
H13,chr2,uc008ngd.1_2459,12,0,1,21,0.000532006,2.01E-05,0.983607,0.950226,poa,known,maternal
H13,chr2,uc008ngd.1_2246,32,2,2,27,2.68E-07,3.44E-06,0.938416,0.927835,poa,known,maternal
H13,chr2,uc008ngd.1_2563,21,0,1,12,4.59E-06,0.00228194,0.990566,0.916031,poa,known,maternal
H13,chr2,uc008ngd.1_342,83,25,24,92,2.39E-08,2.73E-10,0.768519,0.793103,poa,known,maternal
H13,chr2,uc008ngd.1_869,183,23,26,192,7.35E-29,2.51E-29,0.88835,0.880734,poa,known,maternal
H13,chr2,uc008ngd.1_3056,11,1,1,16,0.00389242,0.000274727,0.909091,0.935673,poa,known,maternal
H13,chr2,uc008ngc.1_1134,112,20,13,169,1.17E-15,6.31E-31,0.848485,0.928571,poa,known,maternal
Herc3,chr6,uc009cde.1_1141,43,13,18,51,6.10E-05,7.11E-05,0.767857,0.73913,poa,,maternal
Herc3,chr6,uc009cde.1_1267,26,7,6,19,0.00094141,0.00932238,0.787879,0.76,poa,,maternal
Herc3,chr6,uc009cde.1_1783,46,13,20,81,1.74E-05,1.28E-09,0.779661,0.80198,poa,,maternal
Herc3,chr6,uc009cde.1_1996,61,19,24,88,2.66E-06,1.47E-09,0.7625,0.785714,poa,,maternal
Herc3,chr6,uc009cde.1_2551,57,7,20,52,4.10E-10,0.000162441,0.890625,0.722222,poa,,maternal
